osmid,commutes
338249902,4
338249903,4
338249904,669
338251410,106
338251413,195
338251417,237
338251419,183
338400785,1777
338401521,15
338403988,319
338416760,3
338416761,1
338416763,16
338416764,8
338418703,23
338435116,212
338585125,876
338683818,179
339089028,2
339089029,18
339089030,48
339089308,12
339089309,1
339089312,24
339089313,134
339233126,287
339237260,4
339237586,4
339248592,20
339248593,2
339249746,34
339249747,86
339249749,64
339249750,960
339249763,306
339249766,2
339249769,91
339249771,9
339249773,5
339249775,92
339249778,26
339249782,86
339249784,39
339249787,22
339250604,3
339250608,10
339250615,2
339262043,361
339265680,1679
339265691,4197
339266216,219
339271278,90
339271279,2421
339271287,750
339521814,68
339570170,18
339570224,11
339570225,19
339570226,21
339570227,8
339570228,18
339570230,4
339570231,6
339570237,10
339570241,14
339571427,103
339575520,1
339603901,6
339608107,41
339615030,5
339615710,7
339617806,11
339617991,17
339617993,9
339618045,11
339618204,1
339618220,2
339618292,127
339618551,13
339618552,91
339618553,414
339618554,2
339618652,77
339620178,32
339620179,4
339620349,12
339621329,1
339621882,9
339622751,35
339622752,49
339623664,1
339627190,16
339627191,134
339632647,1
339632648,6
339632718,17
339632985,2
339633056,2
339633164,3
339633165,16
339633548,6
339635324,188
339637938,9174
339637939,699
339637940,53
339646779,28
339646780,3
339646782,4
339646783,3
339646784,1
339646785,15
339650793,3
339650794,667
339651494,1
339651505,13
339651506,8
339651508,9
339651509,3
339654159,1
339655042,3
339659363,138
339659364,3
339659365,3
339659366,18
339659367,1
339664507,4073
339667224,8646
339668284,7
339670728,300
339674105,45
339751939,7
339751940,1
339755908,109
339823604,30
339823605,8
339823606,118
339823608,9
339851926,17
339851927,83
339854604,18
339854605,77
339854606,5
339854607,11
339854608,8
339854609,37
339854652,3
339856400,306
339856401,339
339856402,45
339856403,88
339856404,119
339856405,78
339856406,9
339856407,39
339856408,33
339856409,19
339856414,2
339856416,3
339856417,3
340044331,115
341370921,28
341370922,24
344018910,360
344018918,431
344018922,302
344018927,294
344018932,433
344018943,13
34402839,5188
344899213,573
345144531,708
345144532,20
346041511,93
346392234,232
346611894,119
346611895,38
346639723,8
346639727,74
346639730,14
346639732,146
346639733,72
346639734,1
346639735,8
346639745,14
346639746,74
346639747,154
346639748,9
346639749,4
346639750,2200
346639751,2435
346639752,13
346639753,7
346639754,4
346639755,55
346639756,377
346639757,14
346639759,169
346639765,29
346639768,31
346639770,39
346639775,41
346639779,357
346639782,1925
346639783,1
346639801,444
346639847,1299
346639851,296
346639853,251
346639890,37
346639891,35
346639895,49
346639896,988
346639901,14
346639923,39
346639928,4
346639930,13
346654489,2
346965911,8
346965912,52
347017972,176
347017973,37
347673392,116
347673393,17
347673394,274
348713026,212
348713027,635
348723648,156
348724769,1100
348729880,1868
349377802,331
349377803,1
349377805,12
350346075,5948
350346076,13554
350686300,1
351231917,69
351441463,348
351456579,959
351501146,8
351501147,858
351503146,38
351503148,7
351517010,446
351676244,3
351686813,3
351686814,232
351686815,232
351691389,6
351707966,77
352350266,6
352613390,12
352654427,192
352654428,193
352657698,2
352657699,4
353006626,50
353012269,1048
353074160,856
353125253,26
353126516,30
353126673,5
353126957,4
353126990,4
353127554,10
353129088,3
353129189,1
353129215,5
353234102,55
353234159,4
353236622,1
353562181,12
353562182,3
353620790,3
354213280,14
354223749,151
355741637,150
355812275,65
356325544,183
356325548,78
356325549,230
356325550,263
356325551,233
356325552,284
356371375,141
356944415,2
357243586,8
357404288,5
357485919,19
357485924,19
357498957,1
357498958,1
357498959,28
357504476,4
357514886,944
357815339,3
357944260,27
358458402,1672
358924902,905
358956957,1
359184937,67
359191612,316
359209684,75
359232661,20
359244530,9
359373989,3168
359470196,311
359613010,349
359639110,88
359639111,160
359639112,83
359639113,40
359639114,16
359639115,13
359644287,19
360974546,8461
364176706,455
366909712,695
366911540,1008
366911541,952
366911543,700
368228645,35
368377619,392
368542422,65
368542423,40
368542426,1
369948839,479
369948840,357
369948841,112
369948842,56
369948843,188
370108451,210
370108452,59
370378146,1704
370674515,201
370674516,256
370904190,527
370910864,27
371298699,21
371298700,12
371298702,4
372278887,429
372539008,216
372545361,274
372547176,8
372547180,4
372554578,33
372560954,969
372561588,175
372664150,566
372664153,40
372664154,36
373570387,29
373685916,23
373716445,2
373716582,5
373720671,6
375058957,133
375511625,8000
375511627,644
375511628,1186
375511629,487
375511922,4
375986787,164
376095344,60
376095345,3315
376387300,432
376387306,21064
376455818,130
376455841,4575
376597453,2854
376868992,1
376872105,2
376873827,11
376873830,3
376873831,5
376873832,5
376873833,10
376989482,307
376989483,1206
380017474,3
382357989,292
382358757,1340
383209776,33
383209861,7
383210081,4
383210102,3
383211960,9
383558387,224
386466873,6271
390546778,1473
39239166,17
39239186,156
392871134,2324
39463029,1
39463129,3
39463241,455
39463346,7
39463349,2
39463363,306
39463373,193
39463375,63
39463382,43
39463383,7
39463394,13
39463397,2
39463399,4
39463404,2
39463789,8
39463793,2
39463823,3
396648870,854
396648873,505
397688556,6
397688557,22
397688558,3
397688559,8
397688563,28
397688564,3
397688585,12
397734126,4
39793649,1237
400898895,2
400898897,86
400902175,140
400902176,132
401499723,8
401507879,476
404136899,190
404261610,1039
404261612,7540
404272564,211
404272565,1439
404272567,1378
404282315,2042
404282323,2352
404282326,2349
406556296,29
408321688,27
408879372,15
409053210,334
409598143,5
409598144,10
409820197,12
411128139,2609
411128142,1639
411128145,2009
41228399,697
413137657,332
413137658,6
413137659,21
413138769,61
415416661,900
415417532,845
415417533,1844
415454460,6426
415454465,4627
415616089,67
415621244,1835
41784949,262
41785021,35
41785029,2
41785124,295
41785215,290
41785228,203
41785273,1
41785304,84
41785660,9646
41785691,16
41785739,3312
41785747,49
41785821,2198
41785848,3064
41785874,6003
41785912,2955
41785923,2973
41785935,28
41785962,3255
42000311,5127
42001458,9803
42001776,6229
42002319,191
42002399,43
42002710,5287
42002731,191
42002743,3178
42002798,140
42002806,272
420531792,4
42057470,14758
420873221,7
42851320,749
42851322,43
42851323,42
42851325,568
42851326,5
42851327,43
42851328,45
42851330,507
42851332,556
42851334,526
42851335,1633
42851336,4
42851337,53
434907583,428
434907584,109
436100338,120
436100339,8
436100340,8
437419793,1322
437419795,1673
439901308,4
440959086,247
440967348,11
441630714,10955
441643126,299
441650809,29
441655477,136
441655745,150
441662736,14
441702229,143
442596585,7
442655567,355
442655571,776
442658694,102
442661660,96
442667323,1654
442668482,9
442671412,6
442672427,30
442673759,284
442677429,659
442677536,19
442764022,443
443237713,487
443239471,564
443242953,245
443244496,134
443245751,2400
443254516,2
443258772,772
447291637,5079
447455787,514
447455788,514
447455789,3154
447565729,6
450387624,134
450387630,481
450387645,8
450387647,6
450387649,18
450387651,1
455865093,200
457353721,38
457353722,23
459216852,9
459216885,2
460728671,344
460746173,56
460746176,377
460746567,2362
461367657,2430
461398830,580
461398831,966
461398833,2
461398834,2
461533945,9
461533946,5
461598423,2299
461873338,2235
461873340,6212
461873344,673
461873345,619
461873346,8877
461873358,1379
461873359,3164
462837128,327
462837129,394
462837130,411
462887642,642
462887646,1673
462887647,2598
462887649,676
462887650,5891
462887651,1590
462956609,6189
462989636,1727
462989637,173
462989638,2060
462989639,217
462996046,418
462996048,830
462996049,732
462996050,2292
463006014,1184
463006015,119
463006017,106
463006018,40
463006022,8
463006023,3
463021391,741
463021392,156
463021393,90
463280017,62
463280018,820
463280019,595
463287459,81
463287461,754
463287463,3268
463287468,567
463287472,203
463298498,6
463353336,14560
463353349,171
463496480,2
463501402,21
463508166,57
463510606,40
463520775,210
463521545,18
463522000,4
463522001,1
463529778,15
463719645,39
463720438,11
463729675,39
463730919,1274
463736801,46
463741594,638
463741595,2
463746261,14
463748931,38
463751561,72
463751563,2
463921950,1
463923509,19
463926293,13
463949827,2
463966154,62
464127126,1
464136046,173
464162509,2326
464167637,368
464172034,25
464183650,6
464369721,874
464382740,3549
464382747,320
464581869,45
464733052,1
464733053,51
464779965,34
464781799,6767
464781800,2062
464781801,3039
464781802,1193
464781803,1026
464781805,292
464781806,557
464784521,5
464789682,10
464798142,34
464799117,2563
464799118,2292
464799119,2243
464800743,38
464804893,707
464804894,1794
464804895,3961
464810122,111
464810123,50
464810535,1317
464810623,3249
464810721,609
464810722,206
464810789,217
464810790,565
464810815,556
464810903,399
464811336,976
464812131,728
464812132,16
464812698,471
464812966,769
464813662,298
464813778,244
464813883,88
464813992,26
464814149,64
464814252,202
464827224,13
464943797,2
464959096,24
464963153,14
464987707,8
464992181,27
465005762,11
465021275,1
465029462,3
465037348,1524
465041093,9
465041094,14
465224150,10
465224151,1
465224588,3
465235300,337
465252457,1
465252458,68
465252460,30
465252461,117
465252462,105
465252463,18
465253894,1
465256781,2
465256782,1
465428034,15
465443073,3
465450123,26
465450124,3
465450125,6
465462461,1362
465475746,3
465477258,29
465477268,3
465478904,17
465491728,42
465517542,1
465517544,1631
465519341,7
465520642,1037
465521415,1
465524720,12
465524724,8569
465645951,98
465646296,4
465653041,12
465653233,7
465658014,2
465663797,521
465663798,67
465663799,5
465665260,12
465694945,20
465694946,9
465694947,34
465694948,42
465701221,1
465701222,1
465711510,2
465747734,469
465748533,12
465773754,36
465790793,1
466431737,2180
466443594,1
466444715,312
466445188,2195
466445191,10221
466445197,1228
466445200,2087
466445208,8666
466445577,3
466447964,10
466460959,13
466466685,5
466470095,5
466471807,34
466477155,8
466484404,1
466490381,3
466677747,2
466679396,36
466722174,6
466722729,1
466723633,6
466727691,3
466729877,86
466729974,479
466732507,4
466739614,2
466740598,18
466749228,22
466752725,399
466756083,3
466761856,1
466942292,209
466955408,10
466956637,1
466973022,2
466978874,12
466980622,278
466980805,3
466981549,3
466993778,5
467000267,318
467002801,578
467003070,184
467012420,7
467202172,2
467205249,563
467240571,1
467265965,1
467273039,3
467278067,104
467278564,92
467284770,41
467293955,5
467470510,17
467473992,7
467473993,4
467485521,1
467502495,49
467502496,165
467520446,301
467532837,7
467538754,15
467931558,92
468011917,832
468012237,7
468015979,3
468057902,1
468065931,25
468078503,1
468095579,98
468106239,408
468185324,1221
468185325,1227
468234562,120
468907092,24
469175545,43
469189515,1
469784419,3
469871106,4033
470848514,1
470848516,72
471661405,77
471661406,8
471892351,38
471892352,4
471892353,128
471892356,1
471892357,13
471892358,9
471892359,191
471892360,8
471892361,206
471906824,1118
472494263,3475
473076083,6276
473347578,139
474151157,9
474151158,6
474151161,12
474151162,12
474151163,12
474151164,11
474151165,11
480104615,44
482044006,7
482044007,9
483061081,6
483063198,1395
483194287,1327
483715986,18
483715987,66
483797866,1086
48947418,4237
48947457,3280
48947786,120
48947799,193
48947800,2
48948221,390
48948223,6666
48948226,9853
48948228,8244
48948238,10041
48948268,17124
491950999,1274
49421659,1958
49421661,158
49421664,268
49421776,17905
49421916,2562
49422244,12042
49422247,6719
49422248,5650
49422251,3921
49422351,18957
49422357,1524
49422361,7580
49422362,1452
49422409,16139
49422442,49233
49422446,5889
49422876,8
49422986,35230
49423105,951
49423113,1346
49423117,1122
49423130,4502
49423565,26
49423633,195
49423640,332
49423931,7018
49423954,1321
494914531,145
494916020,9
49770897,13027
505952902,2
505952903,165
505952907,2843
505952908,2
505952910,2463
505952914,11226
505952916,2218
505952920,20572
505952921,597
505952922,765
505952925,1191
507160848,27
507160853,12
51133142,3751
51133158,3910
51133159,1785
51133165,9586
51133193,13666
51133200,18283
51133212,8873
51133218,6413
51133220,25982
51133221,4263
51133227,939
51133233,1891
51133241,994
51377801,614
51378049,1
51378445,33218
51378496,1118
51463305,16
51463319,238
51463329,5
51463331,1
51463338,813
51463341,35
517621821,305
517621823,972
517621825,926
518526940,46
518526941,9056
518526942,89
518526944,181
518526946,46
518527979,627
518533269,18
518533285,42
518533288,19
52118969,534
52118971,1201
52118972,3219
52121429,131
52121430,81
52121431,1063
521546797,19
521550651,273
521552447,331
521552448,473
521552449,7515
521552450,205
521552452,1046
521552909,6882
521552910,405
522040132,1662
522040138,873
522040140,1393
522060941,1381
522060942,304
522063558,347
522063560,261
522063561,376
522110805,7870
522110812,1269
522110813,192
522110815,1158
522110816,907
522110819,278
522110822,912
522114261,44
522114262,7525
522116756,2464
522142221,791
522142222,157
522142223,11046
522142227,16161
522142228,1369
522142229,572
522142232,4030
522142234,25
522142235,694
522142236,2472
522142237,612
522142238,2217
522382857,156
522390327,503
522390328,215
522414514,1147
522414523,992
522414527,845
522418912,1421
522494347,9062
522494349,5893
522494350,2620
522497895,340
522497897,1
522497898,1174
522504156,151
522504157,77
522504158,587
522504159,893
522504160,320
522504161,109
522505990,3013
522507585,4531
522511159,8243
522511918,1959
522511920,945
52303579,5532
52305922,184
52305924,10
52305925,1
52305926,1
52305930,11677
52305938,163
523619276,1663
523619278,307
523619279,2086
523619280,1177
523619281,788
523642581,1084
523662179,2083
523662185,687
523662187,266
523662191,230
523662194,511
523662201,1028
523662207,517
523665251,3
523665257,32
523666317,5
523666319,223
523666320,2
523669238,33
523669241,1075
523671237,32
523671238,193
523671243,25
523675937,572
523692740,174
523692743,465
523699026,78
523699030,95
523699033,133
523699037,172
523699039,89
523707285,21
523708709,1176
523715093,417
523719523,1759
523725242,50
523725243,56
523727009,1430
523743753,463
523982188,4025
523998231,47
523999349,152
523999351,529
523999358,254
523999359,251
524005784,109
524005785,1257
524005786,420
524005788,210
524070214,273
524070215,210
524070216,113
524070218,1397
524070219,120
524072552,796
524073588,195
524076200,3
524076205,463
524076211,17
524078729,1336
524080528,24
524080530,298
524080531,25
524080532,119
524091170,67
524631425,13
524631427,2955
524633217,787
524634587,362
524635376,729
524635377,347
524635379,491
524645001,6354
524645006,14474
524645011,21368
524651095,38213
524651097,4909
524651098,20510
524652263,17614
524853534,1
524853535,1
524853536,1
524853537,3558
524854549,2687
524856478,6441
524857824,31
524857826,185
524857831,39
524857836,461
524877836,46
524887878,124
524918365,921
524919584,365
524919585,71
524919586,58
524920650,719
524922937,13
524922942,119
524922943,10
524924222,235
524926673,48
524929570,1732
524929571,31
524929572,340
524929573,62
525553393,457
525553402,112
525553406,597
525554791,1419
525555827,923
525555828,427
525555830,385
525555831,1311
525558540,2105
525574930,47
525574932,23
525574933,1359
525574934,479
525627086,781
525627591,4473
525627592,1433
525627891,655
525627892,249
525627893,2176
525627894,623
525627895,761
525627896,382
525628827,7205
525628828,5445
525628829,1625
525628830,4707
525629085,20399
525629086,15969
525639988,5803
525639989,6627
525639991,1535
525639992,926
525639993,1731
525639994,5467
525639995,6139
525640287,2334
525640288,701
525640694,594
525640701,178
525640710,442
525640717,461
525641048,1135
525825448,16
525825449,240
525825458,2
525825459,70
525825461,14
525825462,2
525825463,322
525825467,18
525825468,146
525826946,20875
525826951,2
525826962,1527
525868540,243
525869403,1
525870093,390
525870094,264
525871006,24
525871007,6
525871009,5
525872688,36
525872689,44
525872690,4346
525872691,44
525872692,2067
525872693,100
525874081,41
525875585,1538
525875980,1361
525879799,11463
525879800,1370
525879804,637
525879808,3283
525879815,2927
525879818,6609
525879823,250
525907596,16
525908441,443
526438702,32
526441677,341
526443764,6
526444382,30
526445390,52
526458251,256
526736795,228
526776669,390
526776719,383
527442364,24
527444674,57
527536977,323
527637373,471
527637374,1870
527637375,44
527637376,236
527637377,450
527837601,447
527856790,1142
527856791,359
527858099,111
527858850,34
527861218,256
528070229,87
528070230,500
528138850,18
528138851,13
528177672,4421
528177674,74
528177682,4429
528189079,2024
528336763,682
528340601,33
528347079,562
52835378,96
52835714,10
52835715,2585
528388706,149
528397001,10
528404090,153
528404098,95
528404101,32
528404154,771
528410228,171
528410230,11
528415348,39
528415352,10
528440707,105
528440713,19
528442028,60
528444955,571
528460451,814
528652325,31
528653697,546
528656257,332
528656271,561
528656834,1921
528658482,2204
528663657,686
528663659,563
528665607,429
528665610,2488
52869307,297
52869308,427
52869309,677
528709239,202
529242384,143
530010166,142
530011087,719
530081803,1387
530082012,8757
530082306,493
530341005,139
530341714,237
530343148,684
530343586,17
530343686,746
530466189,3410
530466194,800
530467743,69
530490488,890
530490951,3103
530490955,3427
530491664,1182
530491666,427
530493741,114
530493742,771
530493743,8253
530493744,5923
530493747,1257
530493748,1281
531186514,665
531189894,24
531229872,434
531235153,140
531240876,43
531260283,5
531271798,1
531400547,5
531400581,4
531405255,3066
531416572,19
531435747,19
531435879,10
531452868,35
531464954,418
531464957,1117
531464960,218
531465867,1467
531465868,789
531465870,1790
531653979,41
531898099,1337
531917931,4412
531923893,588
531926804,429
531967497,534
532144213,271
532145127,281
532155664,110
532155858,165
532156035,228
532177600,693
532178597,5
532179003,74
532179218,42
532179624,45
532186808,558
532900028,123
532900907,218
532901566,308
532906315,186
532912274,17
532912366,1
532913372,47
532913831,60
532913895,94
532917910,81
532919579,21
532950203,52
533114291,121
533114609,40
533114610,27
533147730,939
533352432,24
533354115,1136
533355205,14996
533355563,2918
533356071,245
533357136,30
533360242,3
533360243,10
533363336,30
533363337,16
533365129,8
533367128,6
533367130,29
533367131,18
533367305,8
533367306,14
533369356,7
533369357,7
533380643,12
533521441,59
533528231,30
533541490,78
533550005,1565
533550510,331
534202202,124
534443894,18
53651632,6
53651633,481
53651634,38
537138962,71
537138973,85
537138981,142
537138987,66
537138991,87
53756563,217
53756565,12
53756566,5
53756570,7
537732428,651
537843377,166
537843378,105
537843379,62
537843380,227
537843381,165
538983775,99
538994602,330
538995399,245
539031562,1050
539031581,58
539031589,80
539031605,180
539031610,19
539031649,1642
539031662,2107
539031668,663
539031699,28
539031712,20
539031714,88
539031717,1
539031719,44
539031721,89
539031723,3
539031736,7
539031760,91
539031762,339
539031769,404
539193891,351
539193894,96
539196922,106
539204238,6
539204246,86
539217038,12
539217051,13
539229178,38
539229183,34
539381043,8
539400755,399
539403317,155
539404428,182
539411350,58
539411361,49
539412067,73
539412068,32
539433532,65
540363814,15
540363819,85
540364334,148
540387832,4
540390091,98
540398150,17
540398573,6
540398805,6
540430303,96
540431661,2973
540431666,30
540432573,15
540432762,22
540432994,4
540433001,19
540433305,4
540646263,35
540656320,685
540656321,6190
540656632,1348
540725817,268
540727818,1343
540728351,381
541001240,192
541016027,236
541017778,291
541018393,37
541019074,75
541020375,261
541020896,1894
541338869,621
541339449,98
541340804,52
541341084,239
542282114,616
542282139,73
542282419,6
542284962,220
542285106,41
542285188,14
542285261,22
542942998,772
544381465,39
544381466,31
544381467,25
544381468,39
544381469,16
544381470,10
544381471,47
544381472,47
544381474,209
544421800,1168
544503345,6791
544505260,9831
544505261,5179
544505263,9117
544800106,23
544801781,143
544803058,843
544804762,612
544812065,198
544812722,134
544863794,26
544891720,291
544891721,6
544891722,165
544974480,525
544974484,506
546043325,718
546043478,982
546044267,347
546045546,30
547035777,679
547035994,238
547103430,183
547104071,671
547205808,1848
547205817,61
547205818,117
547205819,50
547623372,301
547624099,569
547626081,65
547627463,208
547656897,6031
547660944,633
547675644,10140
547687404,244
547689998,30
547918656,552
549670341,28
549670342,955
549670592,4
549672466,7
549672467,1171
550504079,15
550504080,40
550504081,96
550504082,11
552640437,105
553566134,341
553742465,29
553745063,68
553747035,119
553748172,808
553749346,1174
554247789,1833
554250791,1901
554252870,1284
554256274,3825
554858969,172
554858970,265
557379660,196
560227592,2
560520907,4
560520909,5
560743761,221
560745754,70
561517403,103
562088564,938
562091882,11961
562091883,2707
562091884,7623
562091885,124
562091886,6465
562091887,1690
562091894,25626
562091895,1962
562091896,1517
562091898,578
562091900,11836
562092518,4113
562092519,89
562092520,1263
563896401,9
563896821,12
563915792,3
563915793,3
564625582,638
564628293,123
564629503,153
565000842,324
565001680,344
565003165,14
565003337,8
565016770,355
565018111,757
565018726,292
565018876,1111
565019365,77
565019584,2528
565020492,118
565021230,2998
565021952,520
565807892,4
565816571,117
565818573,76
566643619,323
566645329,409
566885216,64
566885220,23
566920750,134
566922513,557
567042985,97
567045996,61
567056489,749
567061608,12
567062990,87
567064525,44
567065262,320
567065263,814
567066093,219
567067413,290
567078713,17
567080261,1047
567081731,631
567081737,690
567081740,717
567088922,615
567397345,1134
567522513,564
567522515,5395
567522516,1128
567522517,851
567540725,7308
567567825,1191
567567839,6599
568254363,197
568259476,198
569608619,84
569625284,82
569627225,186
570227100,145
570228536,8
570816988,4
570893247,13
570927841,109
570933954,129
570950949,175
570953552,298
570960353,1
570963692,6
570980797,112
570982449,80
570983766,5
570988220,12
570992264,98
571026573,81
571030852,4
571037359,17
574181697,3009
574583442,5814
574603856,498
575567681,59
575676089,31
575676104,11
575676118,801
576067189,5226
577325068,27
579058317,674
579058318,1409
579058319,1981
579058320,9527
579058321,1358
579058322,1372
579058323,10974
579058324,2463
579431360,150
579977133,815
579977134,86
579977136,37
579977137,64
584751445,78
584751446,2
586110658,15
58732333,1
58732334,11
58732335,26
587959946,27
58826690,2
588782432,1
588782434,1
59076886,9
59082233,325
59108188,6
59112521,177
59112536,34
59127237,6
59133210,46
59133215,3
59133216,14
59133221,253
59135677,1
59135683,1
59135686,11
59135700,59
59135702,14
59135703,533
59135706,459
59135709,38
59135712,38
59135714,2
59135715,52
59135719,40
59135724,15
59135725,284
59135726,14
59135727,24
59135730,13
59135736,273
59135737,20
59135738,23
59135740,6
59135742,272
59135743,3
59135744,145
59135745,148
591409221,66
591409222,37
591409223,91
59148138,84
59148139,16
59148140,75
59148141,43
59148151,3
59148152,22
59148153,79
59148154,72
59150443,4
59150444,4
59150445,10
59150446,2
59150448,12
59150449,6
59150450,7
59150452,3
59150453,1
59150454,1
59150506,24
59150507,11
59150508,3
59150632,3
59150633,13
59189312,7
59189313,5
59190674,8
59191445,22
59191446,2437
59191448,6
59191449,1
59191622,6
591934010,1200
59195392,5
59195393,1
59195394,5
59195395,1
59195396,19
59195397,8
59195400,13
59195401,2
59195402,26
59195405,1
591991113,2401
592044750,432
592044753,9522
592044759,15164
592051674,9983
592058280,20962
592058283,389
592058285,1027
592061077,16322
592066262,21298
592066269,692
592082609,22310
59217665,8
59218992,24
59277034,12
59277877,22
59277878,19
59277881,4
59277882,3
59277888,7
59277892,45
593768081,1
593768082,4
593768083,3
593768088,4
593768089,182
593768090,106
593768091,98
593768092,2793
593768093,4153
593768094,4153
593806358,314
593806360,144
593825952,62
59422331,24
59422338,347
59436378,6
59436381,1
59436383,1
59465174,2
59465179,10
59465187,4
59465189,3
59465197,7
59465198,32
59474342,16
59474344,16
59474346,1086
59474404,1
59474406,10
59474418,58
59474420,8
59474421,5
59474891,22
594775513,4981
59504496,121
59504510,12
59504513,35
59504516,6
59504519,1
59504523,15
59504530,39
59504537,27
59504595,10
59505060,10
59505721,141
595205642,321
595920792,2382
59614294,4
59617175,221
59636782,730
59636783,30
59636998,1
59636999,679
59637000,4
59637001,4
59648419,22
596754917,324
59763107,4
59763108,252
59763201,13
597984888,2142
597984891,664
598004673,1178
598004674,1780
598004675,1703
598004676,320
598009497,16
598009505,171
598009507,135
598009510,20
598009516,24
598009517,20
598009521,355
598031085,489
598031088,125
598031089,32
598031093,279
598031099,1307
598031100,1457
598031101,542
598031102,612
598031103,580
598031104,530
598031105,2288
598031120,1400
598031124,1512
598031128,668
598031129,878
598031130,379
598031132,498
59850806,256
59850810,44
59850811,5
59850812,8
59850819,8
59850820,16
59850828,68
59850832,427
59850836,23
59850842,167
59850843,9
59966795,29
599796603,201
599807784,5
599807793,1
599807806,156
599807815,2
599807821,1
599807841,1
599810509,2599
599810510,2046
600449755,215
601437536,1562
601437537,8927
60229650,2623
602355222,1500
602802551,1
602802552,1
603466585,20
603474360,213
603474364,219
60414127,11
605243666,1286
605590224,70
605734620,33
606242781,13
608236320,2
608273427,80
608275556,68
608275557,9
608275558,186
608275559,22
608278421,1142
608278422,986
608283826,45
608287157,1
608287174,11
608289603,307
608289604,21
608289605,9
608292791,20
608306398,1020
608306399,315
608310771,44
608310773,33
608310774,82
608310776,466
608310778,44
608310780,445
608310788,283
608311709,328
608312501,1298
608312971,181
608312973,189
608316068,73
608316832,422
608318726,46
608318743,133
608318754,42
608318765,24
608319386,8
608319387,8
608319388,20
608319390,16
608319391,2
608319392,2
608319393,16
608319394,36
608328945,71
608328946,130
608341755,16
608341756,16
608346542,18
608346545,153
608349130,4
608349151,421
608354565,63
608354566,675
608354567,579
608354568,18
608354569,422
608354572,464
608354573,198
608354574,150
608354575,121
608354576,76
608354577,55
608354578,225
608354579,261
608354580,21
608354581,315
608354585,1375
608356972,58
608356976,40
608356978,130
608356981,2
608356982,469
608356983,476
608368596,57
608368597,11
608368598,105
608375926,28
608375927,2
608375928,2
608375929,39
608375930,1
608375931,5
608375932,99
608375933,17
608375934,9
608375936,19
608375937,38
608375938,605
608377032,4
608377033,11
608377034,22
608377445,1
608378419,3
608380554,1
608380555,3
608380925,29
608380926,31
608512730,914
608521836,27
608527052,2
608527054,24
608527057,13
608527059,289
608527064,58
608527066,70
608527069,113
608527071,177
608533045,2
608562879,6
608614383,3
608614384,5
608630109,22
608630110,20
608630111,57
608633286,34
608637967,3
608637968,60
608781726,10
608792425,917
608805965,2
608805966,2
608812042,2319
608821254,24
608821265,19
608831289,6
608831415,167
608831430,76
608831548,166
608831928,1
608831929,1
608832087,96
608857424,3
608857425,5
609064072,79
609064073,573
609070232,751
609071990,142
609071991,44
609071992,44
609097276,97
609097278,435
609155609,2393
609155613,240
609407122,6
609407123,11
609413702,16
609415394,1
609421489,41
609421490,355
609421492,9
609421493,9
609421494,5
609421495,5
609424507,333
609430220,4
609430221,6
609441308,3
609443789,21
609443790,643
609444845,3
609465583,22
609473913,7
609473916,138
609480110,12
609480111,44
609480112,64
609480113,6
609480114,134
609480115,30
609480116,62
609490016,1
609490018,3
609490021,3
609490039,17
609493811,7
609493812,38
609494787,33
609494788,39
609504627,47
609504628,5
609504629,16
609504632,24
609504633,14
609504634,16
609504635,18
609504636,68
609504637,85
609504638,97
609504639,11
609504640,11
609504641,28
609504642,4
609504643,1
609504645,28
609504646,4
609504647,1
609504648,28
609504649,128
609504650,28
609504651,303
609505130,122
609506583,4
609506584,5
609511350,2
609511351,8
609511777,2
609513160,15
609513161,8
609513162,18
609746093,867
61012100,17
61012105,5
610539362,19
610545743,16
610547456,302
610547873,249
610656822,202
610656823,277
610696873,4
610731286,125
610737189,1648
610737190,279
610738832,15
610746496,11
610747788,59
610747789,48
610791259,48
61113634,102
61113635,20
61134962,54
61134964,83
61153972,154
61153974,36
61153977,66
611682958,46
612373136,7
612373140,9
612373142,1
612373146,26
612373148,25
612373150,13
612409666,28
612409667,2
612409668,29
612409669,65
612409670,5
612409671,14
613273016,11
613273017,18
613273018,786
61334963,3
61334968,3
61334974,6
61352398,13
613947751,64
615092994,804
615092995,785
615096416,141
615096418,4
616180898,958
616180900,139
617185465,180
617185466,264
617186303,53
617186304,187
617186771,142
617186772,13
617187306,2
617187406,14
617355278,124
617355282,1516
617376734,333
617376735,660
617376736,615
617376737,614
617376738,622
617376739,560
617376740,317
617376741,629
617376742,5821
617377363,1035
617377364,568
617377365,501
617377366,565
617379717,1073
617379718,841
617379719,2394
617379720,638
617379721,319
617379722,464
617379723,2287
617379724,1330
617393076,1001
617393078,67
617393080,4891
617396353,23
617396354,21
617396355,13
617396356,581
617396359,749
617396360,8
617396361,494
617396362,585
617396363,313
617396364,313
617396365,46
617396366,103
617396367,31
617396368,14
617396369,11
617396370,17
617396371,7
617396372,5
617396373,11
617396374,11
617414523,561
617414525,1879
617415147,56
617415148,885
617422049,439
617422050,438
617422051,1163
617422859,27
617422860,27
617422861,126
617422865,14
617422866,14
617422867,27
617422869,391
617423278,43
617632168,112
617632169,63
617632170,93
617632171,116
617632173,243
617632174,165
617632176,114
617632177,75
617632180,120
617632181,396
617632184,328
618108767,735
618108768,517
618108769,11228
618556020,18
618556021,30
618556022,50
619353340,107
61975585,4
61975588,22
62148700,4
62148701,14
62148702,12
62183868,4347
